id,image_id,api_link,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
156072,f73f1bb1-a961-ca90-9984-f783b5a5a005,https://api.artic.edu/api/v1/artworks/156072,Abigail Inskeep Bradford,Rembrandt Peale,1803.0,1808.0,1803–8,United States,Oil on canvas,Painting,['Arts of the Americas']
183292,16d2efa0-6896-5c54-b024-de9b152f4195,https://api.artic.edu/api/v1/artworks/183292,Still Life in Interior,Preston Dickinson,1920.0,1922.0,1920–22,United States,Oil on canvas,Painting,['Arts of the Americas']
193869,a8e8b0d2-9e40-0d5d-7747-93f12d5811fe,https://api.artic.edu/api/v1/artworks/193869,Calla Lilies,Arthur B. Carles,1922.0,1925.0,1922–25,United States,Oil on canvas,Painting,['Arts of the Americas']
201806,411dd5f9-8633-9dab-d64c-a038c0aa92b5,https://api.artic.edu/api/v1/artworks/201806,Landscape (recto),Marguerite Zorach,1911.0,1912.0,1911–12,United States,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
208330,40776097-7f12-0fdb-a9a3-eb9e03514a21,https://api.artic.edu/api/v1/artworks/208330,Untitled (Rites of Spring),Charles Prendergast,1916.0,1918.0,c. 1916–18,United States,"Tempera, and gold and silver leaf on incised, gessoed panel",Painting,['Arts of the Americas']
27959,758ea592-795a-8395-e148-c5f4bfd10b07,https://api.artic.edu/api/v1/artworks/27959,The Grand Muveran,Ferdinand Hodler,1907.0,1917.0,1912,Switzerland,Oil on canvas,Painting,['Modern Art']
253793,38c1cbfd-fbb9-f05c-d743-a6cf1e2f68e9,https://api.artic.edu/api/v1/artworks/253793,The Milliners,Theresa F. Bernstein,1921.0,1921.0,1921,United States,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
7021,8cca1b7d-2c6c-5f92-2e9d-6744b0a48aa4,https://api.artic.edu/api/v1/artworks/7021,Portrait of Marevna,Diego Rivera,1915.0,1915.0,c. 1915,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
41483,1630e6a7-697e-3deb-cb9e-62b1f1239791,https://api.artic.edu/api/v1/artworks/41483,Portrait of Florence Arquin,Diego Rivera,1943.0,1943.0,1943,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
24661,211741c9-8c08-9f9f-f8be-80db7b28b211,https://api.artic.edu/api/v1/artworks/24661,Landscape,Rufino Tamayo,1930.0,1930.0,1930,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
55501,a5ed8247-1427-586e-d37c-6bdc04948350,https://api.artic.edu/api/v1/artworks/55501,María Izquierdo,Rufino Tamayo,1932.0,1932.0,1932,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
44084,dc9af737-9245-f432-8507-88b20daa4a4a,https://api.artic.edu/api/v1/artworks/44084,Woman with a Bird Cage,Rufino Tamayo,1941.0,1941.0,1941,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
27126,78d9bb83-436f-18d4-d525-264ea6957a60,https://api.artic.edu/api/v1/artworks/27126,Henry Gibbs,Artist unknown,1721.0,1721.0,c. 1721,Massachusetts,Oil on canvas,Painting,['Arts of the Americas']
27157,553e5c15-4e5f-6ea2-ee7f-9ab6a07dc15e,https://api.artic.edu/api/v1/artworks/27157,"Miss Vanderveer, or Miss Vandeveer",Artist unknown,1717.0,1717.0,1717,United States,Oil on canvas,Painting,['Arts of the Americas']
27152,4dd928e1-6ce9-8a54-c1ff-b751360a965e,https://api.artic.edu/api/v1/artworks/27152,"Mrs. Vanderveer, or Mrs. Vandeveer",Artist unknown,1717.0,1717.0,1717,United States,Oil on canvas,Painting,['Arts of the Americas']
72363,16b905da-a0c6-ba44-fc34-af477cb3427d,https://api.artic.edu/api/v1/artworks/72363,Rysdyk's Hambletonian,Artist unknown,1876.0,1950.0,after 1876,United States,Oil on canvas,Painting,['Arts of the Americas']
204041,21f5b1f7-bc81-c5e5-ee7f-2c7f406384a1,https://api.artic.edu/api/v1/artworks/204041,Extemporaneous,Helen Torr,1927.0,1927.0,1927,United States,"Egg tempera on metal, mounted on board",Painting,"['Women artists', 'Arts of the Americas']"
15468,8a0e4ac9-43ea-bc3e-884b-ee27f8a10501,https://api.artic.edu/api/v1/artworks/15468,Saint George and the Dragon,Bernat Martorell,1434.0,1435.0,1434/35,Spain,Tempera on panel,Painting,"['Painting and Sculpture of Europe', 'Art Institute Icons', 'Essentials']"
264032,61c36d78-5288-e5ef-890b-4927d6f1c528,https://api.artic.edu/api/v1/artworks/264032,"Two Lines, One Job",Joseph Friebert,1939.0,1939.0,1939,United States,Oil on Masonite,Painting,['Arts of the Americas']
262794,fcc46119-88c9-ceb3-db5f-c489e4cc072e,https://api.artic.edu/api/v1/artworks/262794,Looking upon the River,Julie Hart Beers,1880.0,1880.0,1880,United States,Oil on canvas,Painting,"['Arts of the Americas', 'Women artists']"
805,6cb56687-a433-ae6b-ab07-af71dd755ec9,https://api.artic.edu/api/v1/artworks/805,Funerary Papyrus of Tayu-henut-Mut,Ancient Egyptian,-1069.0,-945.0,"Third Intermediate Period, Dynasty 21 (about 1069-945 BCE)",Egypt,Papyrus and pigment,Painting,['Arts of Africa']
4081,bc24fe7f-4171-c785-bff2-b2ed3777a47d,https://api.artic.edu/api/v1/artworks/4081,Gian Lodovico Madruzzo,Giovanni Battista Moroni,1551.0,1552.0,1551/52,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
864,f731615e-ee25-f8e5-b957-69635e1e2d60,https://api.artic.edu/api/v1/artworks/864,Portrait of a Man with a Pink,Quentin Massys,1504.0,1514.0,1500–10,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
4575,5b9758c9-24ef-8661-fac0-c9a4229eefd4,https://api.artic.edu/api/v1/artworks/4575,Judith,Jan Sanders van Hemessen,1495.0,1580.0,about 1540,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
10509,90a2969d-542a-e97f-09dd-fa1310d91acf,https://api.artic.edu/api/v1/artworks/10509,Saint Helen Testing the True Cross,Tintoretto,1540.0,1550.0,c. 1545,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16151,db37b494-6b09-18ce-a618-0b16352f33a2,https://api.artic.edu/api/v1/artworks/16151,Portrait of a Gentleman,Ridolfo Ghirlandaio,1500.0,1510.0,c. 1505,Italy,"Oil, probably with some tempera, on panel; transferred to canvas",Painting,['Painting and Sculpture of Europe']
11390,7904b9d2-675f-7aeb-88c3-e29cd519b7be,https://api.artic.edu/api/v1/artworks/11390,Portrait of a Noblewoman Dressed in Mourning,Jacopo da Empoli,1595.0,1605.0,c. 1600,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
16156,e8d8a10a-0a24-6029-4fdc-3e59caaac457,https://api.artic.edu/api/v1/artworks/16156,Saint John the Baptist Entering the Wilderness,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16162,1e0cda1e-d7e4-d144-4eda-dff8a9a5b396,https://api.artic.edu/api/v1/artworks/16162,Saint John the Baptist in Prison Visited by Two Disciples,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16159,9ae944b3-dea5-2db5-f090-c266a7d20ea7,https://api.artic.edu/api/v1/artworks/16159,Ecce Agnus Dei,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16169,7b642fae-1cc9-ee08-0f4c-f8b2974c71c9,https://api.artic.edu/api/v1/artworks/16169,The Beheading of Saint John the Baptist,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
16166,c4d8f64a-fc13-8a26-ba46-868f3d0d978c,https://api.artic.edu/api/v1/artworks/16166,Salome Asking Herod for the Head of Saint John the Baptist,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16179,336a83f3-c184-add1-ee03-f295aa97a0b0,https://api.artic.edu/api/v1/artworks/16179,The Dream of Saint Jerome,Matteo di Giovanni,1476.0,1476.0,1476,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16171,1cce62e4-6786-e1ff-e570-8d78183d9c1b,https://api.artic.edu/api/v1/artworks/16171,The Head of Saint John the Baptist Brought before Herod,Giovanni di Paolo,1455.0,1460.0,1455/60,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16197,97bd32b0-1770-2765-b931-5fff463651d7,https://api.artic.edu/api/v1/artworks/16197,The Baptism of Christ,Perugino,1500.0,1505.0,1500/05,Italy,"Tempera on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
16183,c8111709-059f-0a65-cc42-a7bee4cfd79e,https://api.artic.edu/api/v1/artworks/16183,Saint Augustine's Vision of Saints Jerome and John the Baptist,Matteo di Giovanni,1476.0,1476.0,1476,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
16205,2626ffe7-06f7-a25d-546c-6a42d4936122,https://api.artic.edu/api/v1/artworks/16205,The Nativity,Perugino,1500.0,1505.0,1500/05,Italy,"Tempera on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
16200,5afefd41-d4b6-4e5f-8f62-c3387625b212,https://api.artic.edu/api/v1/artworks/16200,Christ and the Woman of Samaria,Perugino,1500.0,1505.0,1500/05,Italy,"Tempera on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
16207,bbb6f90d-3213-8961-14b9-5fd1fa7dc971,https://api.artic.edu/api/v1/artworks/16207,Noli Me Tangere,Perugino,1500.0,1505.0,1500/05,Italy,"Tempera on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
16958,315d1927-efc2-a249-a35d-7df1ed7afe1f,https://api.artic.edu/api/v1/artworks/16958,Virgin and Child with the Young Saint John the Baptist,Agnolo Bronzino,1527.0,1530.0,1527/30 or later,Florence,Oil on panel,Painting,['Painting and Sculpture of Europe']
21445,98295d2e-7a5f-e1cb-8898-2d587fd67938,https://api.artic.edu/api/v1/artworks/21445,Mary Magdalene,Moretto da Brescia,1540.0,1550.0,1540/50,Brescia,Oil on canvas,Painting,['Painting and Sculpture of Europe']
21937,5f5b4009-7e1c-2e07-8b3e-ae59a3cf9c4c,https://api.artic.edu/api/v1/artworks/21937,Adoration of the Magi,Jan van Scorel,1515.0,1525.0,about 1519,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
21907,b703b636-976c-b35b-8a8e-f8df3f5ba003,https://api.artic.edu/api/v1/artworks/21907,Saint Francis Kneeling in Meditation,"Domenico Theotokópoulos, called El Greco",1595.0,1600.0,about 1595–about 1600,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
22270,5d50e0e5-db32-4e02-eef7-6fbbae018d44,https://api.artic.edu/api/v1/artworks/22270,Lucrezia di Lippo di Iacopo Guidi,Andrea del Sarto,1525.0,1528.0,1525/28,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
23972,d63b9402-c42b-cce3-aa63-6d213ad621cd,https://api.artic.edu/api/v1/artworks/23972,Virgin and Child with the Young Saint John the Baptist,Antonio da Correggio,1510.0,1520.0,c. 1515,Italy,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
24684,9a29cc5d-3779-c9ab-2aa2-0df7b6c3f391,https://api.artic.edu/api/v1/artworks/24684,Francesco de' Medici,Alessandro Allori,1555.0,1565.0,c. 1560,Italy,Oil on panel (poplar),Painting,['Painting and Sculpture of Europe']
25778,0457fe58-3a6e-155e-5185-e121db1e0bfd,https://api.artic.edu/api/v1/artworks/25778,Saint Catherine of Siena,"Spagna, Lo",1510.0,1515.0,1510/15,Italy,Tempera and oil on panel,Painting,['Painting and Sculpture of Europe']
48532,4188f4df-ca48-3e3a-ecdf-aa79771093c4,https://api.artic.edu/api/v1/artworks/48532,The Infants Jesus Christ and Saint John the Baptist Embracing,Joos van Cleve,1520.0,1535.0,1520–25,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
44816,f2a05278-c678-41d0-f72b-fc7e0b6e42f8,https://api.artic.edu/api/v1/artworks/44816,Venus and Cupid,Luca Cambiaso,1565.0,1575.0,c. 1570,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
59856,f5eb11a2-945f-f7cb-9994-ab54e8f24804,https://api.artic.edu/api/v1/artworks/59856,The Crucifixion,"Lucas Cranach, the Elder",1538.0,1538.0,1538,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
58702,550d7d97-e4ae-e023-21ad-066559632a12,https://api.artic.edu/api/v1/artworks/58702,The Dream of Paris,Monogrammist PG,1495.0,1550.0,1536,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
59916,c92e6967-fe67-1d55-da3e-42a2a2d62f0d,https://api.artic.edu/api/v1/artworks/59916,Virgin and Child,Ercole de'Roberti,1490.0,1496.0,1490/96,Italy,Tempera or oil on panel,Painting,['Painting and Sculpture of Europe']
59891,519f5442-5d72-3cf3-3fe7-f3d7b2e16c3c,https://api.artic.edu/api/v1/artworks/59891,Portrait of a Young Artist,German School,1490.0,1510.0,about 1500,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
59974,a1775398-4fc3-0e36-d0dd-dd0587ef4918,https://api.artic.edu/api/v1/artworks/59974,Saint Jerome in the Wilderness,Workshop of Paolo Veronese,1580.0,1590.0,1585/90,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
64920,84bc6762-6a64-dde5-5dc3-ec31c75aa32b,https://api.artic.edu/api/v1/artworks/64920,Tarquin and Lucretia,Tintoretto,1578.0,1580.0,1578–80,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
65509,75886aaa-002a-2047-a05c-baf73f0ac093,https://api.artic.edu/api/v1/artworks/65509,The Feast in the House of Simon,"Domenico Theotokópoulos, called El Greco",1608.0,1614.0,about 1608–14,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
67362,52098776-6e2e-9683-e258-7b1cec8660dd,https://api.artic.edu/api/v1/artworks/67362,Saint Martin and the Beggar,"Domenico Theotokópoulos, called El Greco",1597.0,1600.0,about 1597–about 1600,Spain,Oil on canvas,Painting,['Painting and Sculpture of Europe']
80530,b59cc3e9-a7c0-5aa1-1a22-bb472bb2e6d4,https://api.artic.edu/api/v1/artworks/80530,Virgin and Child with an Angel,Sandro Botticelli,1475.0,1485.0,1475/85,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
80526,eb49ab17-f2d9-275a-ee71-e8f0016b34aa,https://api.artic.edu/api/v1/artworks/80526,Virgin and Child with Two Angels,Sandro Botticelli,1465.0,1495.0,1485/95,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
80540,b978b0e6-455e-8800-40c4-fe044f8196fe,https://api.artic.edu/api/v1/artworks/80540,Portrait of Don Juan of Austria,Alonso Sánchez Coello,1560.0,1570.0,1559/60,Netherlands,"Oil on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
80537,036eafef-d2fe-f7fb-2450-98660b0a49f9,https://api.artic.edu/api/v1/artworks/80537,The Adoration of the Christ Child,Vincenzo Frediani,1485.0,1495.0,c. 1490,Florence,Tempera on panel,Painting,['Painting and Sculpture of Europe']
87760,c210a649-8de9-866e-2a5f-0a506a02b19b,https://api.artic.edu/api/v1/artworks/87760,"Portrait of Magdalena of Saxony, Wife of Elector Joachim II of Brandenburg","Lucas Cranach, the Elder",1520.0,1540.0,about 1529,Germany,Oil on panel,Painting,['Painting and Sculpture of Europe']
109323,5c9cfee1-4287-1494-dcf6-4a967c734a44,https://api.artic.edu/api/v1/artworks/109323,Virgin and Child with the Young Saint John the Baptist,Jacopo Bassano,1560.0,1565.0,1560/65,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
110242,8b529ec9-7a47-28bf-8d09-3c993fa5d4aa,https://api.artic.edu/api/v1/artworks/110242,The Temptation of Saint Jerome,Giorgio Vasari,1541.0,1548.0,1541/48,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
109487,11d1c6e6-f051-0a5e-5c7b-57f935b6d181,https://api.artic.edu/api/v1/artworks/109487,Portrait of a Young Woman,Joachim Beuckelaer,1562.0,1562.0,1562,Flanders,Oil on panel,Painting,['Painting and Sculpture of Europe']
110759,2b751a0e-a492-7fa9-749c-6667cdd1c928,https://api.artic.edu/api/v1/artworks/110759,Alessandro de' Medici,"Pontormo, (Jacopo Carrucci)",1534.0,1535.0,1534/35,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
110527,4ac46654-f276-369f-f2fe-dadb30838b30,https://api.artic.edu/api/v1/artworks/110527,Landscape with Tournament and Hunters,Jan van Scorel,1519.0,1520.0,1519–20,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
111250,ed291bcf-adaa-4acb-aafb-c092b0fd8351,https://api.artic.edu/api/v1/artworks/111250,The Holy Family with Four Saints and a Female Donor,Antonio Rimpatta,1505.0,1515.0,c. 1510,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
110782,7ee5e05c-9dfa-ef87-2dd9-2696da7dbc74,https://api.artic.edu/api/v1/artworks/110782,Diana and Actaeon,Jacopo Bassano,1580.0,1590.0,1585/92,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
111441,d4167bca-367c-481b-a5df-2f5aa51e7280,https://api.artic.edu/api/v1/artworks/111441,The Adoration of the Magi,Cornelis Engelbrechtsz.,1505.0,1515.0,1515/25,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
111456,318b7761-6765-7273-36c6-2ebc1fb41e22,https://api.artic.edu/api/v1/artworks/111456,Virgin and Child,Jan Gossart,1515.0,1525.0,about 1520,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
111622,35afa43f-bdb5-06b8-81c5-416927ffe8ee,https://api.artic.edu/api/v1/artworks/111622,The Crucifixion,Carlo Crivelli,1482.0,1492.0,c. 1487,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
111618,6bde48ea-58f0-33eb-2d0b-a45aff7131e6,https://api.artic.edu/api/v1/artworks/111618,The Battle of Zama,Cornelis Cort,1567.0,1578.0,after 1567,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
111671,cd544f40-0226-b2ce-cf8a-419fde75d643,https://api.artic.edu/api/v1/artworks/111671,King David Receiving the Cistern Water of Bethlehem,Antwerp Mannerist,1505.0,1525.0,1515–20,Belgium,"Oil on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
111670,f66dd2f6-735b-3bbb-560f-66cd3ecea0e6,https://api.artic.edu/api/v1/artworks/111670,King Solomon Receiving the Queen of Sheba,Antwerp Mannerist,1515.0,1520.0,1515–20,Belgium,"Oil on panel, transferred to canvas",Painting,['Painting and Sculpture of Europe']
129756,fe8d0de5-ecd1-83e5-a3a9-a18dea8216ea,https://api.artic.edu/api/v1/artworks/129756,Saint Anthony Abbot,Fra Angelico,1440.0,1441.0,1440/41,Italy,Tempera on panel,Painting,['Painting and Sculpture of Europe']
154037,d8c733d2-5132-d0e6-c7ba-2f9f35f1a191,https://api.artic.edu/api/v1/artworks/154037,Domenico da Gambassi,Andrea del Sarto,1525.0,1528.0,1525/28,Italy,Oil on panel,Painting,['Painting and Sculpture of Europe']
158137,61b21209-3e50-6eae-8056-9232dd6aecff,https://api.artic.edu/api/v1/artworks/158137,The Death of St. Peter Martyr,Giovanni Girolamo Savoldo,1530.0,1535.0,1530/35,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
188974,16d830b7-d681-6c88-379b-9585c655b6b7,https://api.artic.edu/api/v1/artworks/188974,"Virgin and Child with the Young Saint John the Baptist, Saint Cecilia, and Angels",Piero di Cosimo,1500.0,1510.0,c. 1505,Italy,Oil on poplar panel,Painting,['Painting and Sculpture of Europe']
184371,40fdb1d6-93fe-2916-78fb-f56a1ac261f1,https://api.artic.edu/api/v1/artworks/184371,The Nativity,Fra Bartolommeo,1504.0,1507.0,1504/07,Italy,Oil on panel,Painting,"['Painting and Sculpture of Europe', 'Essentials']"
267240,32df776e-d61f-81cd-c6b8-0eaf682d6851,https://api.artic.edu/api/v1/artworks/267240,Contemporary American Sculpture,Ben Shahn,1940.0,1940.0,1940,United States,Tempera on paper mounted to hardboard,Painting,['Arts of the Americas']
263225,0e78277c-bdbe-4a92-01f2-8f7be3ff298c,https://api.artic.edu/api/v1/artworks/263225,Red Hills with Flowers,Georgia O'Keeffe,1940.0,1940.0,1940,New Mexico,Oil on canvas,Painting,['Arts of the Americas']
54751,fd54d402-a162-8c1c-4cbc-03bedb1bf703,https://api.artic.edu/api/v1/artworks/54751,Woman against a White Background,Kees van Dongen,1910.0,1914.0,1910/14,France,Oil on canvas,Painting,['Modern Art']
