id,image_id,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
111640,3aed0d09-f460-a4bc-b777-81bd2963806a,Domestic Abstraction,Tony Tasset,1987,1987,1987,United States,"Hide, painted wood frame",Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
146918,ab4cb1d2-0f93-c554-39cf-b40cdc461ef9,F House,Ed Ruscha,1987,1987,1987,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Halloween']"
184520,92ef94f2-1e34-91e8-996b-73952a918763,Ode to Balsam Flowers,Lee Mikyung,1986,1996,Dated to late spring of 1991,Korea,"Calligraphy in hangul script; Six-panel folding screen, ink on on paper",Painting,['Arts of Asia']
160222,6158570b-9aa3-c570-209e-f2e1e54e960a,Albino,Marlene Dumas,1986,1986,1986,South Africa,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Essentials']"
156598,88c7b67d-4607-f65a-f538-3da15a872968,Type B,Christopher Wool,1986,1986,1986,United States,Enamel on aluminum,Painting,"['Contemporary Art', 'Chicago Artists']"
184212,7082504c-97cf-9ff7-4cad-66373035bff4,Queer Basher/Icarus Falling,David Wojnarowicz,1986,1986,1986,United States,Spray paint and acrylic on board,Painting,['Contemporary Art']
193425,74089a1d-ef1d-8597-ec1b-cc3e34192540,Avant le jour,James Bishop,1986,1986,1986,United States,Oil on canvas,Painting,['Contemporary Art']
261218,8cc48317-48f0-4e46-a720-f9b1320de708,Arm,Kevin Wolff,1986,1986,1986,United States,Acrylic on canvas,Painting,['Contemporary Art']
69424,450f9bca-cf80-f3e4-1340-906f33c43bd8,Quiet History,Robert Barnes,1986,1986,1986,United States,Oil on canvas,Painting,"['Contemporary Art', 'SAIC Alumni and Faculty']"
117473,607c4ee1-b994-78fd-d48f-d662a6ef42f7,The Elliott Room: Charter,Robert Ryman,1985,1987,1985 [series 1985/87],United States,Oil paint on anodized aluminum with six hexagonal round-faced steel bolts,Painting,['Contemporary Art']
150041,28293f6a-c042-d4fc-e205-6f4bb9bfbc2b,The Elliott Room: Charter III,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on epoxy-edged fiberglass with aluminum, four black oxide round steel bolts",Painting,['Contemporary Art']
150040,2a251ca3-f9b4-2c1b-dbd4-d4d23c5e2386,The Elliott Room: Charter II,Robert Ryman,1985,1987,1987 [series 1985–87],United States,Lascaux acrylic on epoxy-edged fiberglass with aluminum with four unpainted round steel bolts,Painting,['Contemporary Art']
150043,b75d96b1-3dcc-09d4-8f9a-04d1ce02f4a8,The Elliott Room: Charter V,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on fiberglass with epoxy edges with aluminum, four unpainted round steel bolts",Painting,['Contemporary Art']
150042,78708277-c3bb-a231-a35e-321eeb286f42,The Elliott Room: Charter IV,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on epoxy-edged fiberglass panels with aluminum, four round painted bolts",Painting,['Contemporary Art']
105206,5ed1b95b-0e0b-bb54-389c-c0493a27f4df,The Wind,Julian Schnabel,1985,1985,1985,United States,Spray enamel and modeling paste on tarpaulin,Painting,['Contemporary Art']
105207,72f0d7ee-878d-d9f9-4550-eb4417490e0d,Caliente,Ed Paschke,1985,1985,1985,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
146913,a1f5060c-f2d3-e2b5-27de-3779a60637da,Untitled (Check 2),Sherrie Levine,1985,1985,1985,United States,Casein on mahogany panel,Painting,"['Contemporary Art', 'Women artists']"
184989,790f8b22-48f5-0a44-02a3-d8b7dfb178eb,Distributor,Robert Ryman,1985,1985,1985,United States,Oil on fiberglass with wood and aluminum,Painting,"['Essentials', 'Contemporary Art']"
229362,a0eaf95b-694c-f6fa-1a33-90777b5c62ca,Pat Hearn,Andy Warhol,1985,1985,1985,United States,Acrylic and silkscreen ink on linen,Painting,['Contemporary Art']
230609,ee39666b-372d-ddbf-6200-b25f7d6ec472,Pat Hearn,Andy Warhol,1985,1985,1985,United States,Acrylic and silkscreen ink on linen,Painting,['Contemporary Art']
105533,acc3f149-7049-89c0-98bf-59c92f106c74,Broadway,William Conger,1985,1985,1985,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists']"
102229,52764c48-9195-66d3-4b13-388f5357933f,Michigan Avenue with View of the Art Institute,Richard Estes,1984,1984,1984,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
104281,9f58fbdd-a5fb-ac05-b9a0-376c32cf16ed,Erratic Exhilaration,Ray Yoshida,1984,1984,1984,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
105078,f93a800b-7f32-1c35-c44c-1b8189b32227,Fjord,Mel Bochner,1984,1984,1984,United States,Oil on canvas,Painting,['Contemporary Art']
236543,3a35e7a4-8f14-b7b7-abad-5d6d5dcaa18e,Fuck You: from the Liz Taylor Series (after Bert Stern),Kathe Burkhart,1984,1984,1984,United States,Acrylic and composition leaf on canvas,Painting,"['Women artists', 'Contemporary Art']"
70185,ee59c1e1-c464-8f95-2e40-6daedf237e48,Two Japanese Wrestlers by a Sink,Lucian Freud,1983,1987,1983/87,England,Oil on canvas,Painting,['Contemporary Art']
104086,425f8134-04f6-fb0f-2177-fc3adc7d9c67,The Order of the Angels (Die Ordnung der Engel),Anselm Kiefer,1983,1984,1983/84,Germany,"Oil, emulsion, shellac, straw, and lead on canvas",Painting,['Contemporary Art']
214282,5e47f6e9-619d-730f-76b1-29472da82b27,Sweet Oblivion,Martin Wong,1983,1983,1983,United States,Acrylic on canvas,Painting,['Contemporary Art']
104275,020ac0c4-bc6d-17a9-ad66-395411824d54,Self-Portrait (No. 17),Ivan Albright,1983,1983,Jun-83,United States,"Charcoal, black crayon, and graphite on hardboard",Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104277,cd1c6936-b2b0-3d8f-5622-59d0f2d0d62e,Self-Portrait (No. 19),Ivan Albright,1983,1983,1983,United States,Colored pencil and graphite on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104276,3ff63396-f67a-15c8-8e0e-c0c68f2eb65d,Self-Portrait (No. 18),Ivan Albright,1983,1983,1983,United States,Colored pencil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104278,976104ad-bdb4-52fa-1e26-ef2c9e9a4605,Self-Portrait (No. 20),Ivan Albright,1983,1983,1983,United States,"Pastel, graphite, and colored pencil on hardboard",Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
204637,1dab428f-d63d-5fec-5b9c-ed43b5f7f4d6,Green/2 Orange X Painting,Robert Mangold,1983,1983,1983,United States,Acrylic and black pencil on canvas,Painting,['Contemporary Art']
102245,c14094a6-d0fb-26da-2a22-0b35cb43f6bd,Con brio,Keith Morrison,1983,1983,1983,United States,Oil on canvas,Painting,"['Contemporary Art', 'African Diaspora', 'SAIC Alumni and Faculty', 'African American artists']"
102235,c29741f9-1859-a8b0-c30e-de9a9644f82b,Amorosa Tropicalia,Richard Maris Loving,1983,1983,1983,United States,Oil on canvas,Painting,['Contemporary Art']
184213,fc4b082e-f579-2f05-6bd5-2fb00485698f,Untitled,David Wojnarowicz,1983,1983,1983,United States,"Spray enamel, ink, and paper collage on board",Painting,['Contemporary Art']
229953,4557f691-e3f1-d730-5f29-79b3c3388f57,Landscape with Two Pink Carnations in a Glass Goblet,Albert York,1983,1983,1983,United States,Oil on wood,Painting,['Contemporary Art']
229377,b85c78f9-aea3-e406-7131-7e07985a9756,Slumber Party,Eric Fischl,1983,1983,1983,United States,Oil on canvas,Painting,['Contemporary Art']
105532,4c74ba21-3d43-854d-c860-ad5b8f207926,Painting for Eli,David Salle,1983,1983,1983,United States,"Acrylic on canvas, wood (diptych)",Painting,['Contemporary Art']
193329,dd85a17d-64a5-2455-2fa3-c5ed0494c910,River Journey No. 12,Wucius Wong,1982,1992,1987,China,Hanging scroll; ink and light color on paper,Painting,['Arts of Asia']
100227,de1e2f41-8bbc-4530-7d63-e9cbcae88de7,Two Candles (Zwei Kerzen),Gerhard Richter,1982,1982,1982,Germany,Oil on canvas,Painting,['Contemporary Art']
146999,151932ad-188a-1a3f-9fcc-922dad1564a7,Candle (Kerze),Gerhard Richter,1982,1982,1982,Germany,Oil on canvas,Painting,['Contemporary Art']
104267,3f5cef34-b731-21fc-4690-314c02609cfb,Self-Portrait (No. 9),Ivan Albright,1982,1982,1982,United States,Pastel on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104266,fa91ef56-4966-eafb-ca91-ff9a2fca434f,Self-Portrait (No. 8),Ivan Albright,1982,1982,"October 5–12, 1982",United States,Oil and graphite on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104269,f585cf0c-8161-45e2-2367-fe79e8f8dd4d,Self-Portrait (No. 11),Ivan Albright,1982,1982,1982,United States,Charcoal and pastel on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104268,644a2dc5-cb8b-1f3d-6d61-40f5686c3c5e,Self-Portrait (No. 10),Ivan Albright,1982,1982,1982,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104271,6dc1f7e0-37e4-137a-04f4-a3940a317420,Self-Portrait (No. 13),Ivan Albright,1982,1982,1982,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104270,80441fc3-1875-593e-72ab-2ce8d003259f,Self-Portrait (No. 12),Ivan Albright,1982,1982,1982,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104273,7fe66053-06cf-e765-27c3-fdff1b402acf,Self-Portrait (No. 15),Ivan Albright,1982,1982,1982,United States,"Charcoal, colored pencils, and black crayon on hardboard",Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104272,da983b4b-3b34-4007-2488-93a59191d435,Self-Portrait (No. 14),Ivan Albright,1982,1982,1982,United States,"Charcoal, white chalk, and colored pencil on hardboard",Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104274,d618e310-7d27-ff22-e400-de8892b5befc,Self-Portrait (No. 16),Ivan Albright,1982,1982,1982,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
251471,317fafb2-a68b-523e-eee4-2e0705ca0962,Lecher,Jim Lutes,1982,1982,1982,United States,"Ink, acrylic, and oil on masonite, and wood frame",Painting,['Contemporary Art']
103452,2d3b2405-4fa2-1e8d-0434-d0de8a3a5846,Stacked Cow Skulls,Sam Messer,1982,1983,1982/83,United States,Oil on linen,Painting,['Contemporary Art']
158639,52bf8856-560d-d3cc-2d62-2a7b06e00c5e,Blue Note,Judith Godwin,1982,1982,1982,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
119982,a0649606-38df-3931-993d-adda35cd92bf,Homage to Leger with K. K. [Katharine Kuh],Will Barnet,1982,1982,1982,United States,Oil on canvas,Painting,['Contemporary Art']
72177,7bc2549a-7c93-cffd-49ad-f93df587102c,Heart of Darkness,Sean Scully,1982,1982,1982,United States,"Oil on canvas, three joined panels",Painting,['Contemporary Art']
229364,e7131cb7-0d1d-090f-fb85-b4cf0f5166b2,Woman III,Roy Lichtenstein,1982,1982,1982,United States,Oil and Magna on canvas,Painting,['Contemporary Art']
102578,e0ce7910-d04a-39be-05e0-fff34dcbdba7,Pushing Sculpture,Ger van Elk,1981,1981,1981,Amsterdam,"Shaped canvas, photograph and acrylic paint",Painting,['Contemporary Art']
104259,cb2a5848-c125-8a0f-d05c-eb958b6ba94f,Self-Portrait (No. 1),Ivan Albright,1981,1981,1981,United States,Oil and charcoal on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104261,f1884649-dc74-5885-ecb6-a50c5cb7fbc9,Self-Portrait (No. 3),Ivan Albright,1981,1981,1981,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104260,237b40f0-4c66-7073-2848-c1a1be7f2d0e,Self-Portrait (No. 2),Ivan Albright,1981,1981,1981,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104263,e25a910d-f8ed-34d3-dd37-6c83bbc22123,Self-Portrait (No. 5),Ivan Albright,1981,1981,1981,United States,Oil on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104262,54bf85b0-7d74-b37a-462d-a072439b165b,Self-Portrait (No. 4),Ivan Albright,1981,1981,1981,United States,"Charcoal, lithographic crayon, and pencil on hardboard",Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104265,92be3ee7-c277-23a2-62b5-a1db3d9d1830,Self-Portrait (No. 7),Ivan Albright,1981,1981,1981,United States,Charcoal on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104264,4d3b1a91-4928-8276-e04c-3bc1c0fb751c,Self-Portrait (No. 6),Ivan Albright,1981,1981,1981,United States,Charcoal on hardboard,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
61989,4544af4a-3bdf-4feb-1578-d14f66ba77c7,Back Teria One Oh! One,Karl Wirsum,1981,1981,1981,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
97391,e093eeed-ebab-ecbe-72bf-b14229f18cac,At the Equator....A Song from Memory,Irving Petlin,1981,1981,1981,United States,Oil on canvas,Painting,"['Contemporary Art', 'SAIC Alumni and Faculty']"
100250,00dbea0a-d94b-ec69-dc3f-cb4f3eef7a96,Interrogation II,Leon Golub,1981,1981,1981,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'Essentials', 'SAIC Alumni and Faculty']"
146909,ec22f356-36cc-4e3d-c108-aae2ac7ce298,Untitled,Keith Haring,1981,1981,1981,United States,Flourescent paint and sumi ink on laminated canvas,Painting,['Contemporary Art']
189556,19631cfa-647b-0363-7079-2ea1f8372453,Contemporary de Sade-John Wayne Gacy,Roger Brown,1981,1981,1981,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists']"
97410,c4f80cb3-5eec-8243-29e9-e915136f7a9b,Back on Earth,Elizabeth Murray,1981,1981,1981,United States,Oil on two canvases,Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists', 'SAIC Alumni and Faculty']"
107069,3ed898c9-f372-e4b7-7523-1e4cefd11819,TAKEN FROM HERE TO WHERE IT CAME FROM AND TAKEN TO A PLACE AND USED IN SUCH A MANNER THAT IT CAN ONLY REMAIN AS A REPRESENTATION OF WHAT IT WAS WHERE IT CAME FROM,Lawrence Weiner,1980,1980,1980,United States,Language + materials referred to,Painting,"['Contemporary Art', 'Essentials']"
70371,c4892b26-77bd-a38f-63b6-364dcb681c04,Lost Horizon,Robert Bourdon,1980,1980,1980,United States,Acrylic on wood,Painting,['Contemporary Art']
97398,09e69bea-c7c2-b957-56be-60597c13ce98,Leaning Tower of Touhy,Roger Brown,1980,1980,1980,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
97406,cdbae85d-0794-fc4e-90d6-b6d3921249e9,You Scratch My Back and I'll Scratch Yours,Karl Wirsum,1980,1980,1980,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
125658,4fc4f3c4-8388-4d89-a570-01d0fb629572,Diamond Dust Joseph Beuys,Andy Warhol,1980,1980,1980,United States,"Acrylic, silkscreen ink, and diamond dust on linen",Painting,['Contemporary Art']
187092,8b9d183b-2bb2-7990-6b75-3d1bcd1cb582,Untitled,James Bishop,1980,1980,1980,United States,Oil on canvas,Painting,['Contemporary Art']
143675,3ec6d704-7793-7004-3724-a6c0aec3e54f,China Boy,Nicholas Africano,1980,1980,1980,United States,"Acrylic, magna, oil, enamel on three panels",Painting,['Contemporary Art']
265992,11ec21b6-836c-89b3-270b-dfdb63385037,Untitled,Serge Chermayeff,1979,1979,1979,England,Oil on canvas,Painting,[]
60297,76dc037b-53e9-67f1-0df7-eb5432ffaf25,Eyes,Mario Merz,1979,1979,1979,Italy,"Oil, metallic paint, and charcoal on burlap with blue neon tube",Painting,['Contemporary Art']
100249,37b9741c-8fb2-c274-7c41-f2055f1b70c8,Gurre-Lieder (5),John Willenbecher,1979,1979,1979,United States,Acrylic on hardboard,Painting,['Contemporary Art']
216561,044dee02-83cf-ba08-3c03-a593096a3086,Classical Study #41,Eldzier Cortor,1979,1979,1979,United States,Oil on canvas,Painting,"['African American artists', 'Chicago Artists', 'African Diaspora', 'Arts of the Americas']"
53039,1a878162-93e7-53f9-91e7-3d1b400c3e3e,Treasure Hunt,Jean Dubuffet,1978,1978,1978,France,Acrylic and oil on canvas,Painting,['Contemporary Art']
218612,a49b6d1a-2f9a-a05d-0c26-3b8c779c78ef,Khee II,Jack Whitten,1978,1978,1978,United States,Acrylic on canvas,Painting,"['African Diaspora', 'Contemporary Art', 'African American artists', 'Contemporary works by BIPOC artists, summer 2021']"
59646,8806d7fe-0e1d-128a-5e2b-67fbbdb009cb,"Oct. 31, 1978 (Today Series, ""Tuesday"")",On Kawara,1978,1978,1978,United States,"Acrylic on canvas, with two newspapers",Painting,['Contemporary Art']
97396,25875572-288f-c9c2-5046-328848f0c8a8,"Cloudy Night, a Picture That Can Be Hung Upside-down",Roger Brown,1978,1978,1978,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
97405,be3d945e-3f12-8392-0357-1d56edfd9a8b,Macy's Jet Set,Karl Wirsum,1978,1978,1978,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
99614,6c42cc66-eeff-fad6-02ea-23a2d56a9319,Muir,Joseph Raffael,1978,1978,1978,United States,Oil on canvas,Painting,['Contemporary Art']
52188,80788034-c44c-5869-ad9a-c1a87c655653,Artist in the Suburbs,Seymour Rosofsky,1978,1978,1978,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
229361,867641a6-6b70-ae7d-f3f8-e8210e56694e,Four Mona Lisas,Andy Warhol,1978,1978,1978,United States,Acrylic and silkscreen ink on linen,Painting,['Contemporary Art']
97397,95a12c41-7411-b5d1-2101-d9d144b3398c,Cirrocumulus and Nimbus,Roger Brown,1978,1978,1978,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
109439,e5d11520-96cd-8b62-06a9-6d16ddf8affd,America Windows,Marc Chagall,1977,1977,1977,France,Stained glass,Painting,['Modern Art']
97403,cc42d343-a7d5-d6fa-caf2-8c4f73e79529,Parallel Manipulation,Christina Ramberg,1977,1977,1977,Kentucky,Acrylic on hardboard,Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists', 'SAIC Alumni and Faculty']"
90583,6884e725-f7ae-cb1c-853a-201fc4fe5630,Couple in Bed,Philip Guston,1977,1977,1977,United States,Oil on canvas,Painting,"['Contemporary Art', 'Essentials']"
70038,9a342ab4-d9a6-1187-9fe8-54886fd45620,From a Day with Juan IV,Georgia O'Keeffe,1977,1977,1977,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
90581,6b38b7ca-39e6-b9d8-bfb1-86bc07454f35,Red Box,Philip Guston,1977,1977,1977,United States,Oil on canvas,Painting,['Contemporary Art']
71524,72b2ac1c-7db4-85c1-3fed-8f1a39732807,Eucalol,Ellen Lanyon,1977,1977,1977,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists', 'SAIC Alumni and Faculty']"
89403,5e5f226d-ca7b-b75f-3679-83ecf82d2983,Untitled #12,Agnes Martin,1977,1977,1977,United States,"India ink, graphite, and gesso on canvas",Painting,"['Contemporary Art', 'Women artists']"
109692,a4565521-aba4-c1ff-1c77-f0c55c9d1aa9,Green Sea,Philip Guston,1976,1976,1976,United States,Oil on canvas,Painting,['Contemporary Art']
110969,658e3519-9675-3d67-b08c-562848dc348f,Murano Glass,Richard Estes,1976,1976,1976,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
154128,42f82b29-bf14-ac5d-690f-ff4cdc9c9ef3,Wilderness Storms,Roger Brown,1976,1976,1976,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
